Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Min/90,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90
573,Matty Daly,ENG,MF,Huddersfield Town,Premier League,17,2001,2,0,75,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
574,Vitalie Damascan,MDA,MF,Torino FC,Serie A,19,1999,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
575,Loïc Damour,FRA,MF,Cardiff City,Premier League,27,1991,2,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.08,0.00,0.08,0.08,0.08
576,Charlie Daniels,ENG,DF,AFC Bournemouth,Premier League,31,1986,21,17,1585,17.6,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,0.5,0.5,1.0,1.5,0.03,0.06,0.09,0.03,0.09
577,Danilo,BRA,DF,Manchester City,Premier League,27,1991,11,9,807,9.0,1,0,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,0.5,0.5,0.3,0.8,0.05,0.04,0.09,0.05,0.09
578,Scott Dann,ENG,DF,Crystal Palace,Premier League,31,1987,10,7,663,7.4,0,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,0.3,0.3,0.0,0.3,0.04,0.00,0.04,0.04,0.04
579,Kevin Danso,AUT,DF,FC Augsburg,Bundesliga,19,1998,18,13,1247,13.9,1,1,1,0,0,3,0,0.07,0.07,0.14,0.07,0.14,0.5,0.5,0.0,0.6,0.04,0.00,0.04,0.04,0.04
580,Dante,BRA,DF,OGC Nice,Ligue 1,34,1983,36,36,3226,35.8,1,1,1,0,0,11,0,0.03,0.03,0.06,0.03,0.06,1.2,1.2,0.3,1.5,0.03,0.01,0.04,0.03,0.04
581,Palkó Dárdai,HUN,MF,Hertha BSC,Bundesliga,19,1999,7,1,113,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.09,0.06,0.15,0.09,0.15
582,Sergi Darder,ESP,MF,RCD Espanyol Barcelona,La Liga,24,1993,34,32,2709,30.1,5,2,5,0,0,8,1,0.17,0.07,0.23,0.17,0.23,3.5,3.5,4.4,8.0,0.12,0.15,0.26,0.12,0.26
583,Vladimir Darida,CZE,MF,Hertha BSC,Bundesliga,27,1990,10,3,376,4.2,0,1,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24,1.1,1.1,1.0,2.2,0.27,0.25,0.52,0.27,0.52
584,Matteo Darmian,ITA,DF,Manchester United,Premier League,28,1989,6,5,443,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.02,0.03,0.01,0.03
585,Alphonso Davies,CAN,FW,Bayern Munich,Bundesliga,17,2000,6,0,80,0.9,1,0,1,0,0,1,0,1.13,0.00,1.13,1.13,1.13,0.2,0.2,0.0,0.2,0.19,0.00,0.19,0.19,0.19
586,Ben Davies,WAL,DF,Tottenham Hotspur,Premier League,25,1993,27,20,1844,20.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,1.9,2.7,0.04,0.09,0.13,0.04,0.13
587,Tom Davies,ENG,MF,Everton FC,Premier League,20,1998,16,10,980,10.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.03,0.05,0.08,0.03,0.08
588,Steven Davis,NIR,MF,Southampton FC,Premier League,33,1985,3,1,98,1.1,0,1,0,0,0,0,0,0.00,0.92,0.92,0.00,0.92,0.0,0.0,0.7,0.7,0.00,0.60,0.60,0.00,0.60
589,Kevin De Bruyne,BEL,MF,Manchester City,Premier League,27,1991,19,11,975,10.8,2,2,2,0,0,2,0,0.18,0.18,0.37,0.18,0.37,2.1,2.1,3.5,5.6,0.20,0.32,0.51,0.20,0.51
590,Sebastien De Maio,FRA,DF,Udinese Calcio,Serie A,31,1987,16,13,1173,13.0,1,0,1,0,0,1,1,0.08,0.00,0.08,0.08,0.08,0.9,0.9,0.1,1.0,0.07,0.01,0.08,0.07,0.08
591,Sebastien De Maio,FRA,DF,Bologna FC 1909,Serie A,31,1987,6,6,491,5.5,0,1,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,0.0,0.0,0.1,0.1,0.00,0.01,0.02,0.00,0.02
592,Rodrigo de Paul,ARG,MF,Udinese Calcio,Serie A,24,1994,36,36,3189,35.4,9,9,6,3,6,7,0,0.25,0.25,0.51,0.17,0.42,9.4,4.9,8.1,12.9,0.27,0.23,0.49,0.14,0.37
593,Daniele De Rossi,ITA,MF,AS Roma,Serie A,35,1983,18,15,1270,14.1,1,1,1,0,0,3,0,0.07,0.07,0.14,0.07,0.14,0.9,0.9,0.9,1.8,0.07,0.06,0.13,0.07,0.13
594,Mattia De Sciglio,ITA,DF,Juventus FC,Serie A,25,1992,22,19,1743,19.4,0,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,0.2,0.2,0.8,0.9,0.01,0.04,0.05,0.01,0.05
595,Lorenzo De Silvestri,ITA,DF,Torino FC,Serie A,30,1988,32,30,2415,26.8,2,4,2,0,0,3,0,0.07,0.15,0.22,0.07,0.22,2.7,2.7,3.5,6.2,0.10,0.13,0.23,0.10,0.23
596,Lucas Deaux,FRA,MF,EA Guingamp,Ligue 1,29,1988,18,17,1188,13.2,3,1,3,0,0,4,0,0.23,0.08,0.30,0.23,0.30,1.7,1.7,1.2,2.9,0.13,0.09,0.22,0.13,0.22
597,Mathieu Debuchy,FRA,DF,AS Saint-Étienne,Ligue 1,33,1985,24,23,1941,21.6,4,3,4,0,0,5,1,0.19,0.14,0.32,0.19,0.32,2.3,2.3,1.4,3.6,0.11,0.06,0.17,0.11,0.17
598,Troy Deeney,ENG,FW,Watford FC,Premier League,30,1988,32,28,2545,28.3,9,5,8,1,1,4,1,0.32,0.18,0.50,0.28,0.46,9.3,8.5,4.7,13.2,0.33,0.17,0.49,0.30,0.47
599,Jermain Defoe,ENG,DF,AFC Bournemouth,Premier League,35,1982,4,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,1.60,0.00,1.60,1.60,1.60
600,Steven Defour,BEL,MF,Burnley FC,Premier League,30,1988,6,6,448,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01
601,Grégoire Defrel,MTQ,FW,UC Sampdoria,Serie A,27,1991,36,26,2339,26.0,11,3,11,0,0,2,0,0.42,0.12,0.54,0.42,0.54,7.7,7.7,3.1,10.8,0.30,0.12,0.42,0.30,0.42
602,Alessandro Deiola,ITA,MF,Cagliari Calcio,Serie A,22,1995,10,5,450,5.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.09,0.01,0.10,0.09,0.10
603,Alessandro Deiola,ITA,MF,Parma Calcio 1913,Serie A,22,1995,10,5,545,6.1,0,1,0,0,0,3,0,0.00,0.17,0.17,0.00,0.17,0.3,0.3,0.0,0.3,0.05,0.01,0.06,0.05,0.06
604,Romain Del Castillo,FRA,FW,Stade Rennais FC,Ligue 1,22,1996,29,15,1343,14.9,0,3,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,0.8,0.8,3.1,3.9,0.06,0.20,0.26,0.06,0.26
605,Thomas Delaney,DNK,MF,Borussia Dortmund,Bundesliga,26,1991,30,27,2283,25.4,3,5,3,0,0,7,0,0.12,0.20,0.32,0.12,0.32,2.4,2.4,1.4,3.8,0.09,0.06,0.15,0.09,0.15
606,Moi Delgado,ESP,DF,Real Valladolid CF,La Liga,24,1994,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.01,0.06,0.06,0.01,0.06
607,Cristian Dell'Orco,ITA,DF,FC Empoli,Serie A,24,1994,12,12,1035,11.5,1,0,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,1.0,1.0,0.1,1.0,0.09,0.00,0.09,0.09,0.09
608,Cristian Dell'Orco,ITA,DF,US Sassuolo,Serie A,24,1994,3,1,110,1.2,0,1,0,0,0,0,0,0.00,0.82,0.82,0.00,0.82,0.1,0.1,0.2,0.3,0.05,0.18,0.23,0.05,0.23
609,Andy Delort,DZA,FW,Montpellier HSC,Ligue 1,26,1991,36,36,3115,34.6,14,7,11,3,3,4,0,0.40,0.20,0.61,0.32,0.52,13.7,11.5,5.9,17.4,0.40,0.17,0.57,0.33,0.50
610,Fabian Delph,ENG,DF,Manchester City,Premier League,28,1989,11,8,725,8.1,0,1,0,0,0,1,1,0.00,0.12,0.12,0.00,0.12,0.1,0.1,0.3,0.4,0.01,0.04,0.05,0.01,0.05
611,Mousa Dembélé,BEL,MF,Tottenham Hotspur,Premier League,31,1987,10,7,515,5.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01
612,Moussa Dembélé,FRA,FW,Olympique Lyon,Ligue 1,22,1996,33,21,2016,22.4,15,4,14,1,2,1,0,0.67,0.18,0.85,0.62,0.80,16.5,15.0,3.5,18.5,0.74,0.15,0.89,0.67,0.83
613,Ousmane Dembélé,FRA,FW,FC Barcelona,La Liga,21,1997,29,20,1661,18.5,8,5,8,0,0,1,0,0.43,0.27,0.70,0.43,0.70,3.7,3.7,4.7,8.4,0.20,0.26,0.46,0.20,0.46
614,Jessy Deminguet,FRA,MF,SM Caen,Ligue 1,20,1998,20,15,1269,14.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.02,0.01,0.04,0.02,0.04
615,Merih Demiral,TUR,DF,US Sassuolo,Serie A,20,1998,14,14,1260,14.0,2,0,2,0,0,3,0,0.14,0.00,0.14,0.14,0.14,0.9,0.9,0.2,1.1,0.07,0.02,0.08,0.07,0.08
616,Kerem Demirbay,DEU,MF,TSG 1899 Hoffenheim,Bundesliga,25,1993,26,24,2017,22.4,4,9,4,0,0,6,0,0.18,0.40,0.58,0.18,0.58,4.0,4.0,8.5,12.5,0.18,0.38,0.56,0.18,0.56
617,Diego Demme,DEU,MF,RB Leipzig,Bundesliga,26,1991,26,24,2055,22.8,0,2,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,2.0,2.3,0.01,0.09,0.10,0.01,0.10
618,Jason Denayer,BEL,DF,Olympique Lyon,Ligue 1,23,1995,31,31,2754,30.6,2,0,2,0,0,2,0,0.07,0.00,0.07,0.07,0.07,1.3,1.3,0.1,1.4,0.04,0.00,0.05,0.04,0.05
619,Leander Dendoncker,BEL,MF,Wolverhampton Wanderers,Premier League,23,1995,19,17,1467,16.3,2,0,2,0,0,1,0,0.12,0.00,0.12,0.12,0.12,2.5,2.5,1.2,3.7,0.16,0.07,0.23,0.16,0.23
620,Fabio Depaoli,ITA,DF,Chievo Verona,Serie A,21,1997,33,27,2468,27.4,0,4,0,0,0,12,2,0.00,0.15,0.15,0.00,0.15,1.2,1.2,3.8,4.9,0.04,0.14,0.18,0.04,0.18
621,Memphis Depay,NLD,FW,Olympique Lyon,Ligue 1,24,1994,36,29,2737,30.4,10,10,10,0,2,5,0,0.33,0.33,0.66,0.33,0.66,13.8,12.3,11.5,23.8,0.45,0.38,0.83,0.40,0.78
622,Laurent Depoitre,BEL,FW,Huddersfield Town,Premier League,29,1988,23,10,1068,11.9,0,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,3.5,3.5,0.5,4.1,0.30,0.05,0.34,0.30,0.34
623,Clément Depres,FRA,FW,Nîmes Olympique,Ligue 1,23,1994,17,4,441,4.9,4,0,4,0,0,1,0,0.82,0.00,0.82,0.82,0.82,2.8,2.8,0.1,2.9,0.58,0.02,0.60,0.58,0.60
624,Kiril Despodov,BGR,FW,Cagliari Calcio,Serie A,21,1996,4,0,105,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
625,Daniele Dessena,ITA,MF,Cagliari Calcio,Serie A,31,1987,11,3,352,3.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.12,0.01,0.13,0.12,0.13
626,Mattia Destro,ITA,FW,Bologna FC 1909,Serie A,27,1991,17,5,493,5.5,4,1,4,0,0,3,0,0.73,0.18,0.91,0.73,0.91,2.5,2.5,0.6,3.1,0.46,0.11,0.57,0.46,0.57
627,Gerard Deulofeu,ESP,FW,Watford FC,Premier League,24,1994,30,26,2066,23.0,10,5,10,0,0,3,0,0.44,0.22,0.65,0.44,0.65,8.3,8.3,4.9,13.2,0.36,0.21,0.57,0.36,0.57
628,Jacopo Dezi,ITA,MF,Parma Calcio 1913,Serie A,26,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.08,0.00,0.08,0.08,0.08
629,Federico Di Francesco,ITA,FW,US Sassuolo,Serie A,24,1994,19,14,1074,11.9,2,2,2,0,0,2,0,0.17,0.17,0.34,0.17,0.34,2.8,2.8,1.2,4.0,0.23,0.10,0.33,0.23,0.33
630,Antonio Di Gaudio,ITA,FW,Parma Calcio 1913,Serie A,28,1989,12,9,699,7.8,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,1.3,1.3,0.3,1.6,0.17,0.04,0.21,0.17,0.21
631,Giovanni Di Lorenzo,ITA,DF,FC Empoli,Serie A,24,1993,37,37,3330,37.0,5,3,5,0,0,8,0,0.14,0.08,0.22,0.14,0.22,3.3,2.8,4.2,7.0,0.09,0.11,0.20,0.07,0.19
632,Ángel Di María,ARG,FW,Paris Saint-Germain,Ligue 1,30,1988,30,28,2324,25.8,12,11,12,0,0,2,0,0.46,0.43,0.89,0.46,0.89,9.5,9.5,8.7,18.1,0.37,0.34,0.70,0.37,0.70
633,Franco Di Santo,ARG,FW,Rayo Vallecano,La Liga,29,1989,6,1,172,1.9,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
634,Franco Di Santo,ARG,FW,FC Schalke 04,Bundesliga,29,1989,4,3,245,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.4,1.1,0.24,0.16,0.39,0.24,0.39
635,Boulaye Dia,SEN,FW,Stade Reims,Ligue 1,21,1996,18,8,747,8.3,3,0,3,0,0,2,0,0.36,0.00,0.36,0.36,0.36,4.8,4.8,1.2,6.0,0.57,0.15,0.72,0.57,0.72
636,Fousseni Diabaté,MLI,FW,Leicester City,Premier League,22,1995,1,1,54,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.24,0.24,0.00,0.24
637,Moussa Diaby,FRA,MF,Paris Saint-Germain,Ligue 1,19,1999,25,10,1141,12.7,2,6,2,0,0,1,0,0.16,0.47,0.63,0.16,0.63,2.3,2.3,4.2,6.5,0.18,0.33,0.51,0.18,0.51
638,Adama Diakhaby,FRA,FW,Huddersfield Town,Premier League,22,1996,12,6,552,6.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.4,1.3,0.14,0.07,0.21,0.14,0.21
639,Mouctar Diakhaby,FRA,DF,Valencia CF,La Liga,21,1996,22,16,1580,17.6,2,0,2,0,0,9,0,0.11,0.00,0.11,0.11,0.11,1.7,1.7,0.0,1.7,0.10,0.00,0.10,0.10,0.10
640,Bafodé Diakité,FRA,DF,FC Toulouse,Ligue 1,17,2001,9,7,633,7.0,1,0,1,0,0,2,0,0.14,0.00,0.14,0.14,0.14,0.1,0.1,0.0,0.2,0.02,0.00,0.03,0.02,0.03
641,Abdou Diallo,SEN,DF,Borussia Dortmund,Bundesliga,22,1996,28,27,2379,26.4,1,1,1,0,0,1,1,0.04,0.04,0.08,0.04,0.08,0.8,0.8,0.7,1.5,0.03,0.03,0.06,0.03,0.06
642,Abdoulaye Diallo,SEN,GK,Stade Rennais FC,Ligue 1,26,1992,6,6,495,5.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
643,Mustapha Diallo,SEN,MF,Nîmes Olympique,Ligue 1,32,1986,7,6,455,5.1,0,1,0,0,0,5,0,0.00,0.20,0.20,0.00,0.20,0.4,0.4,0.1,0.5,0.07,0.02,0.09,0.07,0.09
644,Mohamed Diamé,SEN,MF,Newcastle United,Premier League,31,1987,29,24,2166,24.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.0,0.9,0.04,0.00,0.04,0.04,0.04
645,Grady Diangana,ENG,FW,West Ham United,Premier League,20,1998,17,6,609,6.8,0,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,0.7,0.7,1.2,1.9,0.10,0.17,0.27,0.10,0.27
646,Lassana Diarra,FRA,MF,Paris Saint-Germain,Ligue 1,33,1985,3,2,159,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01
647,Amadou Diawara,GIN,MF,SSC Napoli,Serie A,21,1997,13,8,661,7.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.04,0.02,0.06,0.04,0.06
648,Brahim Díaz,ESP,FW,Real Madrid,La Liga,18,1999,9,5,376,4.2,1,1,1,0,0,0,0,0.24,0.24,0.48,0.24,0.48,0.6,0.6,1.2,1.7,0.13,0.28,0.41,0.13,0.41
649,Javi Díaz,ESP,GK,Sevilla FC,La Liga,21,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
650,Bakaye Dibassy,MLI,DF,Amiens SC,Ligue 1,28,1989,34,32,2942,32.7,1,1,1,0,0,5,1,0.03,0.03,0.06,0.03,0.06,1.3,1.3,0.3,1.6,0.04,0.01,0.05,0.04,0.05
651,Lorenzo Dickmann,ITA,DF,SPAL,Serie A,21,1996,6,2,175,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05
652,Daniel Didavi,DEU,MF,VfB Stuttgart,Bundesliga,28,1990,20,8,956,10.6,2,2,2,0,0,0,0,0.19,0.19,0.38,0.19,0.38,1.9,1.9,3.3,5.2,0.18,0.31,0.49,0.18,0.49
653,Étienne Didot,FRA,MF,EA Guingamp,Ligue 1,35,1983,31,23,2105,23.4,1,1,1,0,0,4,0,0.04,0.04,0.09,0.04,0.09,0.6,0.6,1.5,2.1,0.03,0.06,0.09,0.03,0.09
654,Adrián Diéguez,ESP,DF,SD Huesca,La Liga,22,1996,9,8,749,8.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.01,0.01,0.01,0.01
655,Eric Dier,ENG,MF,Tottenham Hotspur,Premier League,24,1994,20,18,1506,16.7,3,0,3,0,0,4,0,0.18,0.00,0.18,0.18,0.18,1.6,1.6,0.9,2.5,0.10,0.05,0.15,0.10,0.15
656,Tim Dierßen,DEU,FW,Hannover 96,Bundesliga,22,1996,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
657,Lucas Digne,FRA,DF,Everton FC,Premier League,25,1993,35,33,2965,32.9,4,4,4,0,0,5,1,0.12,0.12,0.24,0.12,0.24,1.1,1.1,6.1,7.1,0.03,0.18,0.22,0.03,0.22
658,Virgil van Dijk,NLD,DF,Liverpool FC,Premier League,27,1991,38,38,3384,37.6,4,2,4,0,0,1,0,0.11,0.05,0.16,0.11,0.16,3.2,3.2,1.1,4.2,0.08,0.03,0.11,0.08,0.11
659,Mitchell Dijks,NLD,DF,Bologna FC 1909,Serie A,25,1993,25,23,2023,22.5,1,0,1,0,0,5,1,0.04,0.00,0.04,0.04,0.04,0.4,0.4,0.8,1.3,0.02,0.04,0.06,0.02,0.06
660,Javairô Dilrosun,NLD,FW,Hertha BSC,Bundesliga,20,1998,17,7,898,10.0,2,3,2,0,0,2,0,0.20,0.30,0.50,0.20,0.50,0.5,0.5,2.6,3.0,0.05,0.26,0.31,0.05,0.31
661,Federico Dimarco,ITA,DF,Parma Calcio 1913,Serie A,20,1997,13,10,892,9.9,1,0,1,0,0,4,0,0.10,0.00,0.10,0.10,0.10,0.4,0.4,0.6,0.9,0.04,0.06,0.09,0.04,0.09
662,Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,24,1993,21,21,1890,21.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
663,Tristan Dingomé,CMR,MF,Stade Reims,Ligue 1,27,1991,20,17,1344,14.9,1,3,1,0,0,5,0,0.07,0.20,0.27,0.07,0.27,0.5,0.5,2.3,2.8,0.03,0.16,0.19,0.03,0.19
664,Ismaël Diomandé,CIV,MF,SM Caen,Ligue 1,25,1992,18,14,1293,14.4,0,1,0,0,0,5,1,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.4,0.5,0.01,0.03,0.03,0.01,0.03
665,Federico Dionisi,ITA,FW,Frosinone Calcio,Serie A,31,1987,9,1,204,2.3,1,0,1,0,0,2,0,0.44,0.00,0.44,0.44,0.44,0.6,0.6,0.3,0.8,0.25,0.12,0.37,0.25,0.37
666,Loïs Diony,FRA,FW,AS Saint-Étienne,Ligue 1,25,1992,30,19,1591,17.7,5,1,5,0,0,3,0,0.28,0.06,0.34,0.28,0.34,6.6,6.6,1.3,7.9,0.37,0.07,0.45,0.37,0.45
667,Issa Diop,FRA,DF,West Ham United,Premier League,21,1997,33,33,2970,33.0,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,1.1,1.1,0.1,1.2,0.03,0.00,0.04,0.03,0.04
668,Pape Diop,SEN,MF,SD Eibar,La Liga,32,1986,28,27,2352,26.1,1,1,1,0,0,11,0,0.04,0.04,0.08,0.04,0.08,2.6,2.6,0.7,3.3,0.10,0.03,0.13,0.10,0.13
669,Sofiane Diop,FRA,MF,AS Monaco,Ligue 1,18,2000,13,9,741,8.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.5,1.6,0.13,0.06,0.19,0.13,0.19
670,Assane Dioussé,SEN,MF,Chievo Verona,Serie A,20,1997,14,9,892,9.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.02,0.02,0.04,0.02,0.04
671,Assane Dioussé,SEN,MF,AS Saint-Étienne,Ligue 1,20,1997,7,2,217,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.02,0.19,0.20,0.02,0.20
672,Axel Disasi,FRA,DF,Stade Reims,Ligue 1,20,1998,4,1,159,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.06,0.00,0.06,0.06,0.06
673,Djené,TGO,DF,Getafe CF,La Liga,26,1991,34,34,2976,33.1,0,0,0,0,0,13,2,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.8,0.02,0.01,0.03,0.02,0.03
674,Koffi Djidji,CIV,DF,Torino FC,Serie A,25,1992,17,16,1387,15.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00
675,Koffi Djidji,CIV,DF,FC Nantes,Ligue 1,25,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
676,Alexander Djiku,GHA,DF,SM Caen,Ligue 1,23,1994,31,31,2754,30.6,1,0,1,0,0,9,1,0.03,0.00,0.03,0.03,0.03,0.9,0.9,0.2,1.1,0.03,0.01,0.03,0.03,0.03
677,Papy Djilobodji,SEN,DF,EA Guingamp,Ligue 1,29,1988,4,2,175,1.9,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.12,0.02,0.14,0.12,0.14
678,Berat Djimsiti,ALB,DF,Atalanta BC,Serie A,25,1993,24,20,1807,20.1,1,2,1,0,0,3,0,0.05,0.10,0.15,0.05,0.15,0.9,0.9,1.2,2.1,0.05,0.06,0.11,0.05,0.11
679,Johan Djourou,CHE,DF,SPAL,Serie A,31,1987,5,3,279,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06
680,Marko Dmitrovic,SRB,GK,SD Eibar,La Liga,26,1992,24,24,2160,24.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
681,Matt Doherty,IRL,DF,Wolverhampton Wanderers,Premier League,26,1992,38,35,3144,34.9,4,5,4,0,0,5,0,0.11,0.14,0.26,0.11,0.26,5.5,5.5,4.7,10.2,0.16,0.14,0.29,0.16,0.29
682,Keagan Dolly,ZAF,FW,Montpellier HSC,Ligue 1,25,1993,3,2,88,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.04,0.05,0.09,0.04,0.09
683,Jaume Doménech,ESP,GK,Valencia CF,La Liga,27,1990,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
684,Giulio Donati,ITA,DF,1.FSV Mainz 05,Bundesliga,28,1990,9,6,625,6.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.05,0.05,0.00,0.05
685,Dong-won Ji,KOR,FW,FC Augsburg,Bundesliga,27,1991,14,10,891,9.9,4,1,4,0,0,2,0,0.40,0.10,0.51,0.40,0.51,1.3,1.3,1.2,2.5,0.14,0.12,0.25,0.14,0.25
686,Anastasios Donis,GRC,FW,VfB Stuttgart,Bundesliga,21,1996,24,11,962,10.7,5,2,5,0,0,4,0,0.47,0.19,0.65,0.47,0.65,3.4,3.4,0.9,4.3,0.31,0.08,0.40,0.31,0.40
687,Gianluigi Donnarumma,ITA,GK,AC Milan,Serie A,19,1999,36,36,3090,34.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
688,Godfred Donsah,GHA,MF,Bologna FC 1909,Serie A,22,1996,6,1,153,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.01,0.08,0.07,0.08
689,Riccardo Doratiotto,ITA,FW,Cagliari Calcio,Serie A,19,1999,1,1,78,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
