Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
2142,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,eng Premier League,26,1992,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2143,Frederik Rønnow\Frederik-Ronnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,25,1992,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2144,Idriss Saadi\Idriss-Saadi,dz ALG,MF,Strasbourg,fr Ligue 1,26,1992,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2145,Youssouf Sabaly\Youssouf-Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,25,1993,21.2,0,11,3,27.3,0.52,0.14,0.00,0.00,19.4,0,0,0,0.4,0.4,0.04,-0.4,-0.4
2146,Abdelhamid Sabiri\Abdelhamid-Sabiri,de GER,FW,Huddersfield,eng Premier League,21,1996,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2147,Marcel Sabitzer\Marcel-Sabitzer,at AUT,MFFW,RB Leipzig,de Bundesliga,24,1994,26.1,4,62,17,27.4,2.37,0.65,0.06,0.24,19.2,9,0,0,5.0,5.0,0.08,-1.0,-1.0
2148,Ihsan Sacko\Ihsan-Sacko,fr FRA,FW,Nice,fr Ligue 1,21,1997,4.9,0,6,1,16.7,1.22,0.20,0.00,0.00,12.6,0,0,0,1.2,1.2,0.21,-1.2,-1.2
2149,Nuri Şahin\Nuri-Sahin,tr TUR,MF,Werder Bremen,de Bundesliga,29,1988,16.4,1,12,4,33.3,0.73,0.24,0.08,0.25,21.3,2,0,0,0.6,0.6,0.05,+0.4,+0.4
2150,Samuel Şahin-Radlinger\Samuel-Sahin-Radlinger,at AUT,GK,Hannover 96,de Bundesliga,25,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2151,Wesley Saïd\Wesley-Said,fr FRA,FWMF,Dijon,fr Ligue 1,23,1995,25.0,4,59,24,40.7,2.36,0.96,0.07,0.17,17.7,2,0,1,5.3,4.3,0.07,-1.3,-0.3
2152,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,FWMF,Nice,fr Ligue 1,21,1997,32.2,5,73,17,23.3,2.27,0.53,0.05,0.24,20.1,1,1,2,6.6,5.1,0.07,-1.6,-1.1
2153,Théo Sainte-Luce\Theo-Sainte-Luce,fr FRA,FW,Nîmes,fr Ligue 1,19,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2154,Romain Saïss\Romain-Saiss,ma MAR,MFDF,Wolves,eng Premier League,28,1990,12.8,2,11,5,45.5,0.86,0.39,0.18,0.40,19.1,0,0,0,1.5,1.5,0.14,+0.5,+0.5
2155,Samuel Sáiz\Samuel-Saiz,es ESP,FWMF,Getafe,es La Liga,27,1991,3.4,1,7,4,57.1,2.07,1.18,0.14,0.25,23.9,2,0,0,0.3,0.3,0.05,+0.7,+0.7
2156,Bukayo Saka\Bukayo-Saka,eng ENG,FW,Arsenal,eng Premier League,16,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2157,Hiroki Sakai\Hiroki-Sakai,jp JPN,DF,Marseille,fr Ligue 1,28,1990,26.4,1,8,4,50.0,0.30,0.15,0.13,0.25,17.3,0,0,0,0.4,0.4,0.06,+0.6,+0.6
2158,Diafra Sakho\Diafra-Sakho,sn SEN,FW,Rennes,fr Ligue 1,28,1989,1.6,0,2,0,0.0,1.25,0.00,0.00,,8.9,0,0,0,0.3,0.3,0.16,-0.3,-0.3
2159,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,eng Premier League,28,1990,26.8,0,5,0,0.0,0.19,0.00,0.00,,5.6,0,0,0,0.8,0.8,0.17,-0.8,-0.8
2160,Bakary Sako\Bakary-Sako,ml MLI,FWMF,Crystal Palace,eng Premier League,30,1988,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2161,Emiliano Sala\Emiliano-Sala,ar ARG,FW,Nantes,fr Ligue 1,27,1990,15.2,12,34,16,47.1,2.24,1.05,0.29,0.63,15.1,0,2,2,6.5,5.0,0.15,+5.5,+5.0
2162,Jacopo Sala\Jacopo-Sala,it ITA,DF,Sampdoria,it Serie A,26,1991,16.9,0,9,3,33.3,0.53,0.18,0.00,0.00,23.0,0,0,0,0.3,0.3,0.03,-0.3,-0.3
2163,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,eng Premier League,26,1992,36.1,22,135,60,44.4,3.74,1.66,0.14,0.32,16.3,3,3,3,19.0,16.8,0.12,+3.0,+2.2
2164,Bartosz Salamon\Bartosz-Salamon,pl POL,DF,Frosinone,it Serie A,27,1991,19.2,0,10,2,20.0,0.52,0.10,0.00,0.00,13.5,0,0,0,0.5,0.5,0.05,-0.5,-0.5
2165,Carlos Salcedo\Carlos-Salcedo,mx MEX,DF,Eint Frankfurt,de Bundesliga,24,1993,5.1,0,3,1,33.3,0.59,0.20,0.00,0.00,30.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2166,William Saliba\William-Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,2001,14.2,0,4,0,0.0,0.28,0.00,0.00,,11.4,0,0,0,0.4,0.4,0.10,-0.4,-0.4
2167,Yannis Salibur\Yannis-Salibur,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,27,1991,9.8,1,34,4,11.8,3.46,0.41,0.03,0.25,22.4,4,0,0,1.9,1.9,0.06,-0.9,-0.9
2168,Yannis Salibur\Yannis-Salibur,fr FRA,FW,Guingamp,fr Ligue 1,27,1991,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2169,Roland Sallai\Roland-Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,21,1997,5.9,2,14,5,35.7,2.39,0.85,0.14,0.40,18.5,0,0,0,1.9,1.9,0.14,+0.1,+0.1
2170,Edgar Salli\Edgar-Salli,cm CMR,MFFW,Nürnberg,de Bundesliga,25,1992,1.3,0,1,1,100.0,0.78,0.78,0.00,0.00,19.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
2171,Brice Samba\Brice-Samba,cg CGO,GK,Caen,fr Ligue 1,24,1994,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2172,Junior Sambia\Junior-Sambia,fr FRA,MFFW,Montpellier,fr Ligue 1,21,1996,10.3,0,23,8,34.8,2.24,0.78,0.00,0.00,21.4,6,0,0,2.1,2.1,0.09,-2.1,-2.1
2173,Paolo Sammarco\Paolo-Sammarco,it ITA,MF,Frosinone,it Serie A,35,1983,6.1,1,6,1,16.7,0.98,0.16,0.17,1.00,20.8,0,0,0,0.2,0.2,0.03,+0.8,+0.8
2174,Frédéric Sammaritano\Frederic-Sammaritano,fr FRA,FWMF,Dijon,fr Ligue 1,32,1986,6.0,0,10,5,50.0,1.67,0.84,0.00,0.00,17.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6
2175,Mikel San José\Mikel-San-Jose,es ESP,MF,Athletic Club,es La Liga,29,1989,19.3,0,12,3,25.0,0.62,0.16,0.00,0.00,16.3,0,0,0,0.9,0.9,0.07,-0.9,-0.9
2176,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Betis,es La Liga,22,1996,9.0,2,15,1,6.7,1.66,0.11,0.07,1.00,10.2,1,1,1,4.2,3.4,0.23,-2.2,-2.4
2177,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Genoa,it Serie A,22,1996,8.5,3,29,10,34.5,3.41,1.17,0.10,0.30,13.4,2,0,1,4.4,3.6,0.12,-1.4,-0.6
2178,Renato Sanches\Renato-Sanches,pt POR,MF,Bayern Munich,de Bundesliga,20,1997,6.4,1,18,4,22.2,2.81,0.62,0.06,0.25,19.2,0,0,0,1.4,1.4,0.08,-0.4,-0.4
2179,Alexis Sánchez\Alexis-Sanchez,cl CHI,FWMF,Manchester Utd,eng Premier League,29,1988,9.8,1,18,9,50.0,1.84,0.92,0.06,0.11,16.1,2,0,0,1.5,1.5,0.08,-0.5,-0.5
2180,Carlos Sánchez\Carlos-Sanchez,co COL,MF,West Ham,eng Premier League,32,1986,2.7,0,3,0,0.0,1.10,0.00,0.00,,26.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1
2181,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,eng Premier League,22,1996,21.6,1,12,3,25.0,0.56,0.14,0.08,0.33,8.4,0,0,0,1.2,1.2,0.10,-0.2,-0.2
2182,Javi Sánchez\Javi-Sanchez,es ESP,DF,Real Madrid,es La Liga,21,1997,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2183,Víctor Sánchez\Victor-Sanchez,es ESP,MF,Espanyol,es La Liga,30,1987,14.1,0,11,2,18.2,0.78,0.14,0.00,0.00,20.9,0,0,0,0.5,0.5,0.04,-0.5,-0.5
2184,Jadon Sancho\Jadon-Sancho,eng ENG,FWMF,Dortmund,de Bundesliga,18,2000,27.3,12,39,20,51.3,1.43,0.73,0.31,0.60,14.0,0,0,0,7.4,7.4,0.19,+4.6,+4.6
2185,Sandro\Sandro,br BRA,MF,Udinese,it Serie A,29,1989,6.6,0,8,1,12.5,1.21,0.15,0.00,0.00,24.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2
2186,Sandro\Sandro,br BRA,MF,Genoa,it Serie A,29,1989,7.9,0,7,1,14.3,0.89,0.13,0.00,0.00,19.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3
2187,Alex Sandro\Alex-Sandro,br BRA,DF,Juventus,it Serie A,27,1991,26.5,1,21,8,38.1,0.79,0.30,0.05,0.13,14.3,0,0,0,1.8,1.8,0.09,-0.8,-0.8
2188,Leroy Sané\Leroy-Sane,de GER,FW,Manchester City,eng Premier League,22,1996,20.7,10,56,24,42.9,2.70,1.16,0.18,0.42,16.4,5,0,0,6.0,6.0,0.11,+4.0,+4.0
2189,Salif Sané\Salif-Sane,sn SEN,DF,Schalke 04,de Bundesliga,27,1990,29.0,2,18,2,11.1,0.62,0.07,0.11,1.00,14.5,0,0,0,1.1,1.1,0.06,+0.9,+0.9
2190,Luca Sangalli\Luca-Sangalli,es ESP,MFFW,Real Sociedad,es La Liga,23,1995,11.1,1,11,5,45.5,0.99,0.45,0.09,0.20,19.4,0,0,0,1.1,1.1,0.10,-0.1,-0.1
2191,Ibrahim Sangaré\Ibrahim-Sangare,ci CIV,MF,Toulouse,fr Ligue 1,20,1997,27.4,1,36,5,13.9,1.31,0.18,0.03,0.20,23.7,1,0,0,1.4,1.4,0.04,-0.4,-0.4
2192,Younousse Sankharé\Younousse-Sankhare,sn SEN,MF,Bordeaux,fr Ligue 1,28,1989,16.4,1,18,5,27.8,1.10,0.30,0.06,0.20,15.8,0,0,0,2.2,2.2,0.12,-1.2,-1.2
2193,Baissama Sankoh\Baissama-Sankoh,gn GUI,MFFW,Caen,fr Ligue 1,26,1992,7.2,0,4,0,0.0,0.55,0.00,0.00,,16.9,0,0,0,0.8,0.8,0.20,-0.8,-0.8
2194,Yaya Sanogo\Yaya-Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,25,1993,13.8,3,42,16,38.1,3.04,1.16,0.05,0.13,10.7,0,1,1,6.4,5.6,0.13,-3.4,-3.6
2195,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Marseille,fr Ligue 1,23,1994,26.7,5,38,11,28.9,1.42,0.41,0.13,0.45,21.3,0,0,0,2.6,2.6,0.07,+2.4,+2.4
2196,Nicola Sansone\Nicola-Sansone,it ITA,FWMF,Villarreal,es La Liga,26,1991,0.4,1,2,1,50.0,4.86,2.43,0.50,1.00,18.7,0,0,0,0.1,0.1,0.05,+0.9,+0.9
2197,Nicola Sansone\Nicola-Sansone,it ITA,FW,Bologna,it Serie A,26,1991,12.7,2,29,11,37.9,2.29,0.87,0.07,0.18,18.3,1,0,0,2.2,2.2,0.07,-0.2,-0.2
2198,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Angers,fr Ligue 1,23,1995,36.1,1,25,5,20.0,0.69,0.14,0.04,0.20,23.6,0,0,0,1.1,1.1,0.04,-0.1,-0.1
2199,Roberto Santamaría\Roberto-Santamaria,es ESP,GK,Huesca,es La Liga,33,1985,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2200,Federico Santander\Federico-Santander,py PAR,FW,Bologna,it Serie A,27,1991,22.9,8,74,26,35.1,3.23,1.13,0.11,0.31,13.8,4,0,0,8.9,8.9,0.12,-0.9,-0.9
2201,Davide Santon\Davide-Santon,it ITA,DF,Roma,it Serie A,27,1991,11.2,0,3,1,33.3,0.27,0.09,0.00,0.00,20.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2202,Michael Santos\Michael-Santos,uy URU,FWMF,Leganés,es La Liga,25,1993,6.2,1,16,5,31.3,2.59,0.81,0.06,0.20,12.1,0,0,0,1.6,1.6,0.10,-0.6,-0.6
2203,Samir Santos\Samir-Santos,br BRA,DF,Udinese,it Serie A,23,1994,20.0,2,8,3,37.5,0.40,0.15,0.25,0.67,12.4,0,0,0,0.5,0.5,0.06,+1.5,+1.5
2204,Riccardo Saponara\Riccardo-Saponara,it ITA,MFFW,Sampdoria,it Serie A,26,1991,10.1,2,26,6,23.1,2.59,0.60,0.08,0.33,19.4,0,0,0,1.6,1.6,0.06,+0.4,+0.4
2205,Pablo Sarabia\Pablo-Sarabia,es ESP,MFFW,Sevilla,es La Liga,26,1992,30.3,13,74,31,41.9,2.44,1.02,0.16,0.39,16.4,3,1,1,10.8,10.0,0.14,+2.2,+2.0
2206,Marcelo Saracchi\Marcelo-Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,20,1998,7.3,0,2,0,0.0,0.28,0.00,0.00,,16.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2207,Josh Sargent\Josh-Sargent,us USA,FW,Werder Bremen,de Bundesliga,18,2000,2.4,2,4,2,50.0,1.70,0.85,0.50,1.00,5.7,0,0,0,1.5,1.5,0.38,+0.5,+0.5
2208,Bouna Sarr\Bouna-Sarr,gn GUI,DFFW,Marseille,fr Ligue 1,26,1992,24.9,1,21,2,9.5,0.84,0.08,0.05,0.50,20.3,0,0,0,1.7,1.7,0.08,-0.7,-0.7
2209,Ismaila Sarr\Ismaila-Sarr,sn SEN,FWMF,Rennes,fr Ligue 1,20,1998,31.0,8,52,20,38.5,1.68,0.65,0.13,0.35,16.6,0,1,1,6.6,5.8,0.11,+1.4,+1.2
2210,Malang Sarr\Malang-Sarr,fr FRA,DF,Nice,fr Ligue 1,19,1999,33.3,1,10,1,10.0,0.30,0.03,0.10,1.00,19.0,3,0,0,1.2,1.2,0.12,-0.2,-0.2
2211,Lluís Sastre\Lluis-Sastre,es ESP,MF,Huesca,es La Liga,32,1986,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2212,Marco Sau\Marco-Sau,it ITA,MFFW,Sampdoria,it Serie A,30,1987,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2213,Marco Sau\Marco-Sau,it ITA,FW,Cagliari,it Serie A,30,1987,6.2,1,11,3,27.3,1.77,0.48,0.09,0.33,12.4,0,0,0,1.9,1.9,0.17,-0.9,-0.9
2214,Téji Savanier\Teji-Savanier,fr FRA,MF,Nîmes,fr Ligue 1,26,1991,31.8,6,63,17,27.0,1.98,0.53,0.03,0.12,29.2,16,4,4,5.4,2.4,0.04,+0.6,-0.4
2215,Stefan Savić\Stefan-Savic,me MNE,DF,Atlético Madrid,es La Liga,27,1991,15.5,0,7,0,0.0,0.45,0.00,0.00,,7.9,0,0,0,0.8,0.8,0.12,-0.8,-0.8
2216,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,eng Premier League,26,1991,22.2,4,23,7,30.4,1.04,0.32,0.17,0.57,19.6,1,0,0,1.7,1.7,0.07,+2.3,+2.3
2217,Ezequiel Schelotto\Ezequiel-Schelotto,it ITA,DFMF,Chievo,it Serie A,29,1989,1.6,0,1,1,100.0,0.63,0.63,0.00,0.00,23.0,0,0,0,0.0,0.0,0.02,0.0,0.0
2218,Nicolás Schiappacasse\Nicolas-Schiappacasse,uy URU,FW,Parma,it Serie A,19,1999,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2219,Pasquale Schiattarella\Pasquale-Schiattarella,it ITA,MF,SPAL,it Serie A,31,1987,20.5,0,15,4,26.7,0.73,0.20,0.00,0.00,22.7,1,0,0,0.6,0.6,0.04,-0.6,-0.6
2220,Patrik Schick\Patrik-Schick,cz CZE,FW,Roma,it Serie A,22,1996,14.6,3,34,14,41.2,2.33,0.96,0.09,0.21,10.2,0,0,0,4.7,4.7,0.14,-1.7,-1.7
2221,Julian Schieber\Julian-Schieber,de GER,FW,Augsburg,de Bundesliga,29,1989,2.9,1,5,1,20.0,1.74,0.35,0.20,1.00,13.4,0,0,0,0.4,0.4,0.08,+0.6,+0.6
2222,Christopher Schindler\Christopher-Schindler,de GER,DF,Huddersfield,eng Premier League,28,1990,36.2,1,14,3,21.4,0.39,0.08,0.07,0.33,9.5,0,0,0,1.4,1.4,0.10,-0.4,-0.4
2223,Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,21,1997,8.6,0,2,1,50.0,0.23,0.12,0.00,0.00,8.0,0,0,0,0.2,0.2,0.09,-0.2,-0.2
2224,Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,18,1999,2.5,0,1,0,0.0,0.40,0.00,0.00,,32.2,0,0,0,0.0,0.0,0.02,0.0,0.0
2225,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MFFW,Crystal Palace,eng Premier League,25,1992,18.6,4,29,9,31.0,1.56,0.49,0.14,0.44,13.5,0,0,0,3.0,3.0,0.10,+1.0,+1.0
2226,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,eng Premier League,31,1986,38.0,0,1,0,0.0,0.03,0.00,0.00,,9.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2227,Marcel Schmelzer\Marcel-Schmelzer,de GER,DF,Dortmund,de Bundesliga,30,1988,6.3,0,4,0,0.0,0.64,0.00,0.00,,18.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2228,Jonathan Schmid\Jonathan-Schmid,fr FRA,DF,Augsburg,de Bundesliga,28,1990,28.0,3,15,8,53.3,0.54,0.29,0.20,0.38,25.9,7,0,0,0.6,0.6,0.04,+2.4,+2.4
2229,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,eng Premier League,28,1989,9.3,0,3,0,0.0,0.32,0.00,0.00,,16.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2230,Alessandro Schöpf\Alessandro-Schopf,at AUT,MFDF,Schalke 04,de Bundesliga,24,1994,11.2,1,19,3,15.8,1.70,0.27,0.05,0.33,18.6,0,0,0,1.4,1.4,0.07,-0.4,-0.4
2231,Nico Schulz\Nico-Schulz,de GER,DFMF,Hoffenheim,de Bundesliga,25,1993,28.2,1,29,8,27.6,1.03,0.28,0.03,0.13,17.7,0,0,0,2.1,2.1,0.07,-1.1,-1.1
2232,André Schürrle\Andre-Schurrle,de GER,FWMF,Fulham,eng Premier League,27,1990,18.2,6,56,17,30.4,3.07,0.93,0.11,0.35,21.8,4,0,0,3.4,3.4,0.06,+2.6,+2.6
2233,Pirmin Schwegler\Pirmin-Schwegler,ch SUI,MF,Hannover 96,de Bundesliga,31,1987,23.1,0,12,1,8.3,0.52,0.04,0.00,0.00,25.5,0,0,0,0.4,0.4,0.03,-0.4,-0.4
2234,Alexander Schwolow\Alexander-Schwolow,de GER,GK,Freiburg,de Bundesliga,26,1992,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2235,Matteo Scozzarella\Matteo-Scozzarella,it ITA,MF,Parma,it Serie A,30,1988,16.2,0,9,1,11.1,0.56,0.06,0.00,0.00,28.6,1,0,0,0.3,0.3,0.03,-0.3,-0.3
2236,Simone Scuffet\Simone-Scuffet,it ITA,GK,Udinese,it Serie A,22,1996,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2237,Andrea Seculin\Andrea-Seculin,it ITA,GK,Chievo,it Serie A,28,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2238,Stanley Segarel\Stanley-Segarel,fr FRA,FWMF,Amiens,fr Ligue 1,24,1994,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2239,Davie Selke\Davie-Selke,de GER,FWMF,Hertha BSC,de Bundesliga,23,1995,19.3,3,45,20,44.4,2.33,1.04,0.07,0.15,13.3,0,0,0,6.5,6.5,0.15,-3.5,-3.5
2240,Ole Selnæs\Ole-Selnaes,no NOR,MF,Saint-Étienne,fr Ligue 1,24,1994,18.5,0,13,3,23.1,0.70,0.16,0.00,0.00,24.2,0,0,0,0.6,0.6,0.04,-0.6,-0.6
2241,Matz Sels\Matz-Sels,be BEL,GK,Strasbourg,fr Ligue 1,26,1992,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2242,Ken Sema\Ken-Sema,se SWE,FWMF,Watford,eng Premier League,24,1993,8.4,1,10,3,30.0,1.19,0.36,0.10,0.33,16.3,0,0,0,0.8,0.8,0.08,+0.2,+0.2
2243,Alfa Semedo\Alfa-Semedo,gw GNB,MF,Espanyol,es La Liga,20,1997,0.5,0,1,0,0.0,2.00,0.00,0.00,,18.4,0,0,0,0.0,0.0,0.02,0.0,0.0
2244,Nélson Semedo\Nelson-Semedo,pt POR,DF,Barcelona,es La Liga,24,1993,17.8,1,6,2,33.3,0.34,0.11,0.17,0.50,17.7,0,0,0,0.5,0.5,0.08,+0.5,+0.5
2245,Rúben Semedo\Ruben-Semedo,pt POR,DF,Huesca,es La Liga,24,1994,9.4,0,7,0,0.0,0.74,0.00,0.00,,9.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5
2246,Adrian Šemper\Adrian-Semper,hr CRO,GK,Chievo,it Serie A,20,1998,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2247,Stefano Sensi\Stefano-Sensi,it ITA,MF,Sassuolo,it Serie A,22,1995,21.9,2,37,8,21.6,1.69,0.37,0.05,0.25,22.1,6,0,0,2.0,2.0,0.05,0.0,0.0
2248,Luigi Sepe\Luigi-Sepe,it ITA,GK,Parma,it Serie A,27,1991,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2249,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,de Bundesliga,21,1997,19.2,2,28,8,28.6,1.46,0.42,0.07,0.25,18.7,0,0,0,2.4,2.4,0.09,-0.4,-0.4
2250,Jean Seri\Jean-Seri,ci CIV,MF,Fulham,eng Premier League,27,1991,24.9,1,18,6,33.3,0.72,0.24,0.06,0.17,25.7,3,0,0,1.1,1.1,0.06,-0.1,-0.1
2251,Leonardo Sernicola\Leonardo-Sernicola,it ITA,FW,Sassuolo,it Serie A,21,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2252,Julien Serrano\Julien-Serrano,fr FRA,MFDF,Monaco,fr Ligue 1,20,1998,1.3,0,1,0,0.0,0.76,0.00,0.00,,6.0,0,0,0,0.3,0.3,0.27,-0.3,-0.3
2253,Grégory Sertic\Gregory-Sertic,fr FRA,MF,Marseille,fr Ligue 1,28,1989,1.2,0,1,0,0.0,0.83,0.00,0.00,,12.0,0,0,0,0.0,0.0,0.05,0.0,0.0
2254,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,FWDF,Fulham,eng Premier League,18,2000,25.6,2,28,10,35.7,1.10,0.39,0.07,0.20,14.4,0,0,0,3.2,3.2,0.11,-1.2,-1.2
2255,Paik Seung-ho\Paik-Seung-ho,kr KOR,FWMF,Girona,es La Liga,21,1997,0.7,0,1,0,0.0,1.50,0.00,0.00,,19.4,0,0,0,0.0,0.0,0.03,0.0,0.0
2256,Stephan El Shaarawy\Stephan-El-Shaarawy,it ITA,FW,Roma,it Serie A,25,1992,23.4,11,69,29,42.0,2.95,1.24,0.16,0.38,16.5,0,0,0,7.4,7.4,0.11,+3.6,+3.6
2257,Meritan Shabani\Meritan-Shabani,al ALB,FW,Bayern Munich,de Bundesliga,19,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2258,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,FWMF,Liverpool,eng Premier League,26,1991,11.8,6,26,10,38.5,2.20,0.85,0.23,0.60,19.1,5,0,0,3.7,3.7,0.14,+2.3,+2.3
2259,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,eng Premier League,23,1995,28.8,1,20,6,30.0,0.69,0.21,0.05,0.17,19.6,0,0,0,1.0,1.0,0.05,0.0,0.0
2260,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,26,1992,10.5,1,24,8,33.3,2.28,0.76,0.04,0.13,28.6,5,0,0,1.0,1.0,0.04,0.0,0.0
2261,Gaku Shibasaki\Gaku-Shibasaki,jp JPN,MFFW,Getafe,es La Liga,26,1992,4.3,0,6,1,16.7,1.39,0.23,0.00,0.00,23.0,0,0,0,0.4,0.4,0.06,-0.4,-0.4
2262,Gen Shoji\Gen-Shoji,jp JPN,DF,Toulouse,fr Ligue 1,25,1992,18.0,0,2,0,0.0,0.11,0.00,0.00,,33.5,0,0,0,0.0,0.0,0.01,0.0,0.0
2263,Djibril Sidibé\Djibril-Sidibe,fr FRA,DFMF,Monaco,fr Ligue 1,26,1992,23.1,0,18,3,16.7,0.78,0.13,0.00,0.00,18.8,1,0,0,1.4,1.4,0.08,-1.4,-1.4
2264,Kalidou Sidibé\Kalidou-Sidibe,fr FRA,MF,Toulouse,fr Ligue 1,19,1999,14.0,1,6,2,33.3,0.43,0.14,0.17,0.50,14.8,0,0,0,0.3,0.3,0.05,+0.7,+0.7
2265,Sidnei\Sidnei,br BRA,DF,Betis,es La Liga,28,1989,19.4,1,9,2,22.2,0.46,0.10,0.11,0.50,11.9,0,0,0,1.3,1.3,0.15,-0.3,-0.3
2266,Jordan Siebatcheu\Jordan-Siebatcheu,us USA,FW,Rennes,fr Ligue 1,22,1996,6.8,3,20,10,50.0,2.96,1.48,0.15,0.30,9.1,0,0,0,3.8,3.8,0.19,-0.8,-0.8
2267,Francisco Sierralta\Francisco-Sierralta,cl CHI,DF,Parma,it Serie A,21,1997,3.0,0,1,0,0.0,0.33,0.00,0.00,,40.0,0,0,0,0.0,0.0,0.01,0.0,0.0
2268,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,eng Premier League,28,1989,34.6,13,81,29,35.8,2.34,0.84,0.14,0.38,19.4,7,2,5,10.9,6.9,0.09,+2.1,+4.1
2269,Luca Siligardi\Luca-Siligardi,it ITA,FW,Parma,it Serie A,30,1988,18.2,1,36,7,19.4,1.98,0.38,0.03,0.14,22.9,1,0,0,1.8,1.8,0.05,-0.8,-0.8
